time,temperature
1765057245.8766105,123.53984375
1765057247.877085,124.35546875
1765057249.8775206,125.09375
1765057251.8786104,125.90234375
1765057253.8798158,127.11171875
1765057255.8803008,127.64609375
1765057257.8807187,128.8484375
1765057259.8813565,129.790625
1765057261.8819017,130.85234375
1765057263.8824747,131.7875
1765057265.88298,132.79296875
1765057267.883428,133.7140625
1765057269.8838947,134.909375
1765057271.8849833,136.23125
1765057273.8860762,137.27890624999998
1765057275.8866038,138.340625
1765057277.887053,139.1984375
1765057279.8874364,140.7171875
1765057281.8878644,141.63828124999998
1765057283.8882842,142.87578125
1765057285.8892462,144.190625
1765057287.8897614,145.428125
1765057289.8902676,146.60234375
1765057291.8907034,147.7765625
1765057293.892019,149.3375
1765057295.8969853,150.5046875
1765057297.8986967,151.728125
1765057299.8990934,152.8953125
1765057301.8996844,154.30859375
1765057303.9003146,155.5953125
1765057305.9007268,157.38828124999998
1765057307.9011817,158.3515625
1765057309.9016047,159.884375
1765057311.9026635,161.35390625000002
1765057313.9038403,162.809375
1765057315.9043412,163.9484375
1765057317.9054546,165.48125
1765057319.9059281,167.1265625
1765057321.9064922,168.7578125
1765057323.9081368,170.2765625
1765057325.909211,171.9078125
1765057327.9097009,173.09609375000002
1765057329.9105937,174.5375
1765057331.9110644,176.47109375
1765057333.9115415,177.83515625
1765057335.9119735,179.3890625
1765057337.912385,180.81640625
1765057339.9128454,182.61640625
1765057341.9133303,184.47265625
1765057343.91375,185.94921875
1765057345.9141426,187.4890625
1765057347.9152615,188.90234375
1765057349.9157283,190.8078125
1765057351.9161553,192.39687500000002
1765057353.9166188,194.41484375
1765057355.9170876,195.996875
1765057357.917623,197.825
1765057359.9192371,199.34375
1765057361.9201994,201.171875
1765057363.9206433,202.86640625
1765057365.9210908,204.8
1765057367.921564,206.55078125
1765057369.9220319,208.23828125
1765057371.923113,210.22812499999998
1765057373.9236233,211.71875
1765057375.924215,213.93359375
1765057377.9247472,215.78281249999998
1765057379.9252164,217.75859375
1765057381.9256923,219.30546875
1765057383.926327,221.2109375
1765057385.927454,222.93359375
1765057387.9279425,225.0078125
1765057389.9283826,226.540625
1765057391.9288533,228.30546875
1765057393.9293144,230.48515625
1765057395.9297667,232.29921875
1765057397.9302654,234.29609375
1765057399.9313388,235.81484375
1765057401.9326725,237.91015625
1765057403.9338875,239.71718750000002
1765057405.935039,241.80546875
1765057407.935709,243.725
1765057409.9362092,245.81328125
1765057411.9371297,247.71875
1765057413.9376318,249.7296875
1765057415.9381814,251.57187499999998
1765057417.938689,253.5828125
1765057419.9397576,255.58671875
1765057421.9408545,257.534375
1765057423.9413753,259.53125
1765057425.9420435,261.415625
1765057427.9427412,263.57421875
1765057429.943236,265.3953125
1765057431.9436953,267.434375
1765057433.9452007,268.9671875
1765057435.9456944,271.23125
1765057437.946106,273.03125
1765057439.9465287,275.28125
1765057441.9471362,277.08125
1765057443.9476433,279.33124999999995
1765057445.9480789,281.29999999999995
1765057447.949158,283.19843749999995
1765057449.9504054,285.0546875
1765057451.951043,287.27656249999995
1765057453.951592,289.175
1765057455.952018,291.4671875
1765057457.9526958,293.2390625
1765057459.9532413,295.43984375
1765057461.9547398,297.38046875
1765057463.9560184,299.4265625
1765057465.9565198,301.25468750000005
1765057467.9570158,303.73671875
1765057469.9576402,305.43828125
1765057471.9581656,307.53359375
1765057473.9586895,309.29140625
1765057475.9601574,311.31640625
1765057477.9607754,313.0109375
1765057479.9611764,315.52109375
1765057481.9622717,317.32109375000005
1765057483.9638822,319.50078125000005
1765057485.9652162,321.56796875
1765057487.9656525,323.62109375
1765057489.9665484,325.4140625
1765057491.967055,327.41093750000005
1765057493.9676206,329.5203125
1765057495.968033,331.51015625
1765057497.968488,333.3453125
1765057499.9689524,335.7640625
1765057501.9693904,337.53593750000005
1765057503.9700146,339.78593750000005
1765057505.9706619,341.4453125
1765057507.9713275,343.6953125
1765057509.9718664,345.61484375
1765057511.9723117,347.7453125
1765057513.9728732,349.60859374999995
1765057515.9735374,352.00625
1765057517.9741504,353.75
1765057519.9746144,356.0421875
1765057521.9751427,357.89140625000005
1765057523.9757838,360.0640625
1765057525.9762516,361.95546875
1765057527.976695,364.071875
1765057529.9772196,365.871875
1765057531.9783196,368.0796875
1765057533.9788232,369.81640625
1765057535.9792275,372.03125
1765057537.979831,373.81015625
1765057539.9803736,375.91953125
1765057541.9808784,377.796875
1765057543.9815378,379.79375000000005
1765057545.9822981,381.57265625
1765057547.982849,383.61171875
1765057549.983837,385.43984375
1765057551.9844618,387.415625
1765057553.9850514,389.29999999999995
1765057555.9855018,391.38125
1765057557.9860067,393.15312500000005
1765057559.9866195,394.81953124999995
1765057561.9881065,396.63359375
1765057563.9886591,398.975
1765057565.9891317,401.30234375
1765057567.9896755,402.80703125
1765057569.9902844,404.10078125
1765057571.991338,405.14140625
1765057573.991828,406.74453125
1765057575.9924486,407.8765625
1765057577.9930391,409.4796875
1765057579.993453,410.4078125
1765057581.9939027,411.8984375
1765057583.994517,413.13593749999995
1765057585.9951146,414.42265625
1765057587.9955764,415.6109375
1765057589.9961317,416.58125
1765057591.9968133,417.55859375
1765057593.9973543,419.10546875
1765057595.9978065,420.125
1765057597.9983802,421.15859375
1765057599.9988708,422.03046875
1765057601.9993331,423.2046875
1765057603.9999526,424.0765625
1765057606.0005846,425.09609375
1765057608.0011113,425.86249999999995
1765057610.0021663,426.8328125
1765057612.0026655,427.7046875
1765057614.003231,428.52734375
1765057616.0037973,429.59609375
1765057618.0042775,430.31328125
1765057620.0046992,430.87578125000005
1765057622.005279,431.740625
1765057624.0058787,432.4578125
1765057626.0063717,433.1609375
1765057628.0069792,433.82890625000005
1765057630.007524,434.48984375
1765057632.0079935,435.1015625
1765057634.0084212,435.65703125000005
1765057636.009402,436.26171875
1765057638.0104332,436.78203125000005
1765057640.011258,437.1265625
1765057642.0120173,437.534375
1765057644.012429,438.20234374999995
1765057646.0128846,438.55390625
1765057648.0140283,438.9546875
1765057650.0151162,439.41171875
1765057652.0155833,439.72109375
1765057654.0168517,439.98125
1765057656.0175016,440.3890625
1765057658.0181212,440.7828125
1765057660.0186145,441.14140625000005
1765057662.0196817,441.5
1765057664.0203028,441.5984375
1765057666.0209394,442.00625
1765057668.021391,442.1046875
1765057670.022223,442.25234375
1765057672.0227242,442.46328125
1765057674.0231707,442.66015625
1765057676.024522,442.9203125
1765057678.025127,443.1171875
1765057680.025684,443.215625
1765057682.0269685,443.3140625
1765057684.0281253,443.4265625
1765057686.0286057,443.525
1765057688.0296652,443.525
1765057690.0309937,443.6234375
1765057692.0320835,443.721875
1765057694.032641,443.8203125
1765057696.0332189,443.98203125
1765057698.0338805,444.03125
1765057700.034458,444.03125
1765057702.0348825,444.03125
1765057704.0364573,444.1296875
1765057706.038098,444.1296875
1765057708.0387354,444.228125
1765057710.0392365,444.228125
1765057712.0397732,444.228125
1765057714.0409205,444.228125
1765057716.0420318,444.1296875
1765057718.0424879,444.08046875
1765057720.0429425,444.03125
1765057722.0434158,444.03125
1765057724.044492,444.03125
1765057726.0455875,443.98203125
1765057728.0461502,443.9328125
1765057730.0466256,443.8203125
1765057732.0470684,443.77109375
1765057734.047608,443.67265625000005
1765057736.0481288,443.6234375
1765057738.0485687,443.525
1765057740.049632,443.3140625
1765057742.0501943,443.26484374999995
1765057744.0506682,443.1171875
1765057746.0513399,443.06796875
1765057748.0517817,442.9203125
1765057750.052293,442.8078125
1765057752.0528219,442.709375
1765057754.0532517,442.5125
1765057756.0536928,442.3015625
1765057758.0541987,442.15390625
1765057760.0547116,442.00625
1765057762.0552094,441.809375
1765057764.0557415,441.64765624999995
1765057766.057167,441.4015625
1765057768.0583558,441.190625
1765057770.058804,440.9375
1765057772.060194,440.73359374999995
1765057774.060821,440.4875
1765057776.061307,440.22734375000005
1765057778.061744,440.03046874999995
1765057780.0623322,439.7703125
1765057782.0629106,439.5734375
1765057784.0633159,439.3625
1765057786.063745,439.0671875
1765057788.0643442,438.85625
1765057790.064855,438.50468750000005
1765057792.0652995,438.20234374999995
1765057794.0657952,437.99140624999995
1765057796.0664036,437.69609375000005
1765057798.066915,437.48515625000005
1765057800.0673494,437.2390625
1765057802.0678139,437.07734374999995
1765057804.068375,436.6203125
1765057806.0691237,436.4234375
1765057808.06959,436.2125
1765057810.0701022,435.9171875
1765057812.0706174,435.65703125000005
1765057814.0710702,435.40390625
1765057816.0714753,435.15078125
1765057818.071924,434.84140625
1765057820.0724545,434.5390625
1765057822.0728748,434.23671875
1765057824.07341,433.92734375
1765057826.0740867,433.61796875000005
1765057828.0746522,433.1609375
1765057830.0751283,432.865625
1765057832.0757308,432.6546875
1765057834.0763755,432.29609374999995
1765057836.0768704,431.99375
1765057838.0773373,431.5859375
1765057840.0788367,431.27656249999995
1765057842.0793633,430.97421875
1765057844.079835,430.87578125000005
1765057846.0803003,430.46796874999995
1765057848.080843,430.109375
1765057850.0813613,429.84921875
1765057852.081836,429.44140625
1765057854.0823472,429.18125
1765057856.0828242,428.8296875
1765057858.0833268,428.421875
1765057860.083922,428.05625
1765057862.0846019,427.81015625
1765057864.0851347,427.4515625
1765057866.0855138,426.9453125
1765057868.0863073,426.734375
1765057870.086826,426.37578125000005
1765057872.0873773,426.07343749999995
1765057874.0878549,425.65859375
1765057876.0884295,425.34921875
1765057878.0891068,424.94140625
1765057880.0896916,424.5828125
1765057882.0901566,424.2734375
1765057884.09067,423.865625
1765057886.0913298,423.5703125
1765057888.0918949,423.1484375
1765057890.092417,422.796875
1765057892.0929966,422.48749999999995
1765057894.0934932,422.0796875
1765057896.0942836,421.7140625
1765057898.0947554,421.25703124999995
1765057900.0952485,420.996875
1765057902.095739,420.5890625
1765057904.0962284,420.18125
1765057906.0967214,419.7734375
1765057908.0973356,419.51328125
1765057910.0983808,419.10546875
1765057912.0988424,418.79609374999995
1765057914.0993433,418.48671875
1765057916.0998263,417.97343750000005
1765057918.100767,417.6078125
1765057920.1012104,417.2984375
1765057922.1017237,416.99609375
1765057924.1022482,416.58125
1765057926.1026857,416.328125
1765057928.1031601,415.81484375
1765057930.10377,415.45625
1765057932.1041446,414.9921875
1765057934.105577,414.57734374999995
1765057936.1062343,414.1203125
1765057938.1069005,413.8109375
1765057940.1079886,413.34687499999995
1765057942.1084273,412.98125
1765057944.1088128,412.5734375
1765057946.1092622,412.2640625
1765057948.1097188,411.79999999999995
1765057950.110225,411.434375
1765057952.110759,410.97734375000005
1765057954.11191,410.61875
1765057956.1123943,410.20390625
1765057958.1137712,409.78203125
1765057960.114335,409.38125
1765057962.114789,409.11406250000005
1765057964.1153026,408.8046875
1765057966.1159763,408.340625
1765057968.1165578,408.03125
1765057970.1170046,407.6234375
1765057972.1174774,407.15234375
1765057974.118078,406.8921875
1765057976.1186223,406.484375
1765057978.1190565,406.11875
1765057980.1194408,405.6546875
1765057982.1200397,405.3453125
1765057984.1206148,404.98671875
1765057986.1210723,404.56484375
1765057988.1215572,404.1078125
1765057990.1228166,403.7421875
1765057992.123283,403.32734374999995
1765057994.1237721,402.9125
1765057996.1243343,402.546875
1765057998.1252732,402.08281250000005
1765058000.1257496,401.66796875
1765058002.1262794,401.35859374999995
1765058004.126721,400.8875
1765058006.127194,400.4796875
1765058008.1276147,400.21953125000005
1765058010.1280565,399.7484375
